Postcode,Borough,NTA
10470,Bronx,park-cemetery-etc-Bronx
11231,Brooklyn,Carroll Gardens-Columbia Street-Red Hook
11377,Queens,Woodside
10452,Bronx,Highbridge
10013,Manhattan,
11201,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
10018,Manhattan,Midtown-Midtown South
10018,Manhattan,Midtown-Midtown South
10003,Manhattan,East Village
10017,Manhattan,Turtle Bay-East Midtown
10031,Manhattan,Hamilton Heights
11225,Brooklyn,Prospect Lefferts Gardens-Wingate
10021,Manhattan,Lenox Hill-Roosevelt Island
11104,Queens,Hunters Point-Sunnyside-West Maspeth
10001,Manhattan,Midtown-Midtown South
11201,Manhattan,
11201,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
10115,Manhattan,Morningside Heights
11222,Brooklyn,Greenpoint
11105,Queens,Steinway
10013,Manhattan,SoHo-TriBeCa-Civic Center-Little Italy
10003,Manhattan,West Village
10024,Manhattan,Upper West Side
11203,Brooklyn,Rugby-Remsen Village
10018,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
10011,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
10040,Manhattan,Washington Heights North
10471,Bronx,North Riverdale-Fieldston-Riverdale
11222,Brooklyn,Greenpoint
10030,Manhattan,
11214,Brooklyn,Bath Beach
10108-1523,Manhattan,Clinton
10003,Manhattan,East Village
11385,Queens,Ridgewood
10011,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
10022,Manhattan,
10017,Manhattan,Turtle Bay-East Midtown
10022,Manhattan,
10016,Manhattan,Midtown-Midtown South
10019,Manhattan,Midtown-Midtown South
11220,Brooklyn,
11221,Brooklyn,Bushwick South
10128,Manhattan,Upper East Side-Carnegie Hill
10023,Manhattan,Lincoln Square
11213,Brooklyn,Crown Heights North
10009,Brooklyn,Kensington-Ocean Parkway
11217,Brooklyn,Fort Greene
10023,Manhattan,Lincoln Square
10185,Manhattan,
10451,Bronx,
10016,Manhattan,Murray Hill-Kips Bay
10113,Brooklyn,
11201,Queens,
10018,Manhattan,Midtown-Midtown South
11412,Queens,St. Albans
10023,Manhattan,
10026,Manhattan,Central Harlem South
11226,Brooklyn,Erasmus
10040,Manhattan,Washington Heights North
10036,Manhattan,Clinton
11215,Manhattan,
10011,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
10003,Manhattan,East Village
11218,Manhattan,West Village
11201,Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
10010,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
10014,Manhattan,West Village
10011,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square
11105,Queens,Steinway
11217,Brooklyn,Fort Greene
